Company Name,Website URL,Rating,Reviews,Location,Hourly Rate,Min Project Size,Employees,Clutch Profile
Pen & Mug,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1922382&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=1922382&position=9&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fpenandmug.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,5.0,41 reviews,"Nashville, TN",$150 - $199 / hr,"$10,000+",2 - 9,https://clutch.co/profile/pen-mug
Brian White Design,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=558628&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=558628&position=10&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fbrianwhite.design%2Flogos%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-agencies-logo-designers,4.9,31 reviews,"Lawrence, KS",$100 - $149 / hr,"$1,000+",2 - 9,https://clutch.co/profile/brian-white-design-0
Theory SF,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=96676&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=96676&position=11&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=http%3A%2F%2Fwww.theorysf.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,4.9,26 reviews,"San Francisco, CA",$150 - $199 / hr,"$25,000+",2 - 9,https://clutch.co/profile/theory-sf
Ragsdale Design Group (RDG),https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1839289&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=1839289&position=12&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Frdgatl.com,5.0,12 reviews,"Atlanta, GA",$150 - $199 / hr,"$10,000+",2 - 9,https://clutch.co/profile/ragsdale-design-group-rdg
The Label Collective,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1957012&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=1957012&position=13&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.thelabelcollective.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,4.9,14 reviews,"Austin, TX",$150 - $199 / hr,"$25,000+",2 - 9,https://clutch.co/profile/label-collective
id8,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=178441&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=178441&position=14&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.id8agency.com%2F,4.8,40 reviews,"Marietta, GA",$150 - $199 / hr,"$10,000+",10 - 49,https://clutch.co/profile/id8
NUEX Creative,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1324979&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=1324979&position=15&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fnuexcreative.com%2Fclutch%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-agencies-logo-designers,5.0,9 reviews,"San Francisco, CA",$150 - $199 / hr,"$5,000+",10 - 49,https://clutch.co/profile/nuex-creative
Rootless Agency,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=2235672&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=2235672&position=16&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Frootlessagency.com%2Fbook-free-consultation%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,4.9,18 reviews,"Hudson, MA",$100 - $149 / hr,"$1,000+",2 - 9,https://clutch.co/profile/rootless-agency
Concentric Design,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=132228&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=132228&position=17&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=http%3A%2F%2Fwww.concentric.design%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,5.0,12 reviews,"Chicago, IL",$100 - $149 / hr,"$1,000+",2 - 9,https://clutch.co/profile/concentric-design
Sites by Sara,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1600005&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=1600005&position=18&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.sitesbysara.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,4.8,9 reviews,"Murray, UT",$100 - $149 / hr,"$1,000+",10 - 49,https://clutch.co/profile/sites-sara
ParkerWhite Brand Interactive,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=237696&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=237696&position=19&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.parkerwhite.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,4.9,26 reviews,"Encinitas, CA",$100 - $149 / hr,"$25,000+",2 - 9,https://clutch.co/profile/parkerwhite-brand-interactive
JVM Design,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=18460&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=18460&position=20&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fjvmediadesign.com,5.0,27 reviews,"Roseburg, OR",$150 - $199 / hr,"$5,000+",2 - 9,https://clutch.co/profile/jvm-design
"Tandem Thinking, Inc.",https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=2431936&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=2431936&position=21&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Ftandemthinking.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,5.0,9 reviews,"Chicago, IL",$150 - $199 / hr,"$10,000+",2 - 9,https://clutch.co/profile/tandem-thinking
Hersick + Webster Creative Partners,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=863542&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=863542&position=22&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fhersickwebster.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,5.0,14 reviews,"Martinsburg, WV",$200 - $300 / hr,"$10,000+",2 - 9,https://clutch.co/profile/hersick-webster-creative-partners
Integrity Marketing Services,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1102943&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=1102943&position=23&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.integritymarketing.biz%2F,5.0,5 reviews,"Kirkland, WA",$150 - $199 / hr,"$5,000+",2 - 9,https://clutch.co/profile/integrity-marketing-services
MODIPHY® Web Design & Digital Marketing,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=641250&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=641250&position=24&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.modiphy.com%2F,5.0,7 reviews,"Baton Rouge, LA",Undisclosed,"$5,000+",10 - 49,https://clutch.co/profile/modiphy-web-design-digital-marketing
Fu Dog Media,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=400813&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=400813&position=25&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=http%3A%2F%2Ffudogmedia.net%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral,5.0,8 reviews,"Johns Island, SC",$100 - $149 / hr,"$5,000+",2 - 9,https://clutch.co/profile/fu-dog-media
Alt Creative,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=155404&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=155404&position=26&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=http%3A%2F%2Falt-creative.com,5.0,9 reviews,"Austin, TX",$150 - $199 / hr,"$5,000+",2 - 9,https://clutch.co/profile/alt-creative
CUT THRU Branding Agency,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1791071&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=1791071&position=27&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=http%3A%2F%2Fwww.cutthru.agency%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,5.0,63 reviews,"Brooklyn, NY",$50 - $99 / hr,"$1,000+",2 - 9,https://clutch.co/profile/cut-thru-branding-agency
Evergreen Design Studio,https://r.clutch.co/redirect?analyticsjs=true&category=Logo+Design&content_group=directory&debug_mode=false&event_category=visit_website&event_label=690525&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&is_sponsor=false&keyword=Logo+Design&location_id=840&no_click=1&page_canonical_id=1021024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fagencies%2Flogo-designers&page_number=0&page_type=directory&pid=690525&position=28&source=directory&trace_id=9cc26e39a9087fb1&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.evergreendesignstudio.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,5.0,8 reviews,"Denver, CO",$150 - $199 / hr,"$1,000+",2 - 9,https://clutch.co/profile/evergreen-design-studio
